SessionId	ItemId	Time
17	20	1000028045
17	173	1000028055
17	155	1000028065
17	12	1000028075
17	62	1000028085
17	50	1000028095
17	102	1000028105
17	7	1000028115
17	80	1000028125
17	461	1000028135
17	44	1000028145
17	347	1000028155
18	17	1000030299
18	107	1000030309
18	121	1000030319
19	6	1000031893
19	48	1000031903
19	73	1000031913
19	194	1000031923
19	0	1000031933
19	489	1000031943
20	360	1000034218
20	20	1000034228
20	0	1000034238
20	380	1000034248
20	30	1000034258
20	440	1000034268
20	435	1000034278
20	279	1000034288
20	11	1000034298
20	23	1000034308
20	277	1000034318
20	13	1000034328
20	3	1000034338
20	67	1000034348
20	391	1000034358
21	72	1000034997
21	1	1000035007
21	92	1000035017
21	481	1000035027
22	309	1000038106
22	170	1000038116
22	139	1000038126
22	142	1000038136
22	19	1000038146
22	11	1000038156
22	232	1000038166
22	233	1000038176
22	296	1000038186
22	358	1000038196
22	51	1000038206
23	4	1000038311
23	0	1000038321
23	24	1000038331
23	0	1000038341
23	321	1000038351
23	0	1000038361
23	75	1000038371
23	32	1000038381
23	123	1000038391
23	15	1000038401
23	3	1000038411
23	467	1000038421
23	263	1000038431
23	288	1000038441
24	246	1000040863
24	19	1000040873
24	2	1000040883
24	55	1000040893
24	195	1000040903
24	5	1000040913
24	95	1000040923
24	1	1000040933
24	0	1000040943
24	58	1000040953
24	61	1000040963
25	159	1000043903
25	456	1000043913
25	53	1000043923
25	14	1000043933
25	218	1000043943
25	9	1000043953
25	33	1000043963
25	1	1000043973
25	0	1000043983
26	133	1000044169
26	0	1000044179
26	360	1000044189
26	33	1000044199
26	7	1000044209
26	1	1000044219
26	4	1000044229
26	389	1000044239
26	103	1000044249
26	53	1000044259
27	90	1000045032
27	29	1000045042
27	7	1000045052
27	18	1000045062
27	184	1000045072
27	0	1000045082
28	1	1000046395
28	13	1000046405
28	462	1000046415
28	3	1000046425
28	0	1000046435
28	189	1000046445
29	17	1000048903
29	38	1000048913
29	110	1000048923
29	0	1000048933
29	412	1000048943
29	321	1000048953
29	8	1000048963
29	0	1000048973
30	60	1000051532
30	130	1000051542
31	106	1000054699
31	0	1000054709
31	78	1000054719
31	398	1000054729
31	74	1000054739
31	23	1000054749
31	106	1000054759
31	37	1000054769
31	63	1000054779
31	400	1000054789
31	23	1000054799
31	431	1000054809
31	346	1000054819
31	4	1000054829
31	0	1000054839
31	1	1000054849
31	0	1000054859
32	129	1000057475
32	0	1000057485
32	14	1000057495
32	270	1000057505
32	0	1000057515
32	237	1000057525
32	10	1000057535
32	1	1000057545
32	138	1000057555
32	99	1000057565
32	309	1000057575
32	166	1000057585
32	226	1000057595
32	10	1000057605
32	3	1000057615
32	178	1000057625
32	229	1000057635
32	482	1000057645
32	27	1000057655
33	201	1000058702
33	16	1000058712
33	383	1000058722
33	286	1000058732
33	31	1000058742
33	179	1000058752
33	182	1000058762
33	1	1000058772
33	343	1000058782
33	49	1000058792
33	250	1000058802
33	14	1000058812
33	333	1000058822
33	23	1000058832
33	0	1000058842
33	346	1000058852
33	1	1000058862
33	14	1000058872
34	46	1000059659
34	1	1000059669
34	1	1000059679
34	86	1000059689
34	66	1000059699
34	5	1000059709
34	407	1000059719
34	205	1000059729
34	1	1000059739
34	383	1000059749
34	453	1000059759
34	492	1000059769
34	0	1000059779
34	168	1000059789
34	63	1000059799
34	145	1000059809
34	444	1000059819
34	133	1000059829
34	261	1000059839
34	296	1000059849
35	30	1000063220
35	6	1000063230
35	24	1000063240
35	328	1000063250
35	2	1000063260
35	52	1000063270
35	6	1000063280
35	76	1000063290
36	313	1000064748
36	7	1000064758
37	181	1000068226
37	21	1000068236
37	1	1000068246
37	201	1000068256
37	67	1000068266
37	30	1000068276
37	348	1000068286
37	1	1000068296
37	46	1000068306
37	0	1000068316
37	39	1000068326
37	0	1000068336
37	1	1000068346
37	1	1000068356
38	175	1000069810
38	77	1000069820
38	433	1000069830
38	21	1000069840
38	10	1000069850
38	298	1000069860
38	6	1000069870
38	435	1000069880
39	0	1000070634
39	327	1000070644
39	56	1000070654
39	487	1000070664
39	0	1000070674
39	66	1000070684
39	445	1000070694
39	55	1000070704
39	99	1000070714
39	138	1000070724
39	36	1000070734
39	98	1000070744
39	78	1000070754
39	341	1000070764
40	427	1000073852
40	0	1000073862
40	24	1000073872
40	1	1000073882
40	16	1000073892
40	3	1000073902
40	108	1000073912
40	23	1000073922
40	6	1000073932
40	9	1000073942
40	19	1000073952
40	8	1000073962
40	36	1000073972
41	10	1000077048
41	27	1000077058
41	86	1000077068
41	9	1000077078
41	2	1000077088
41	0	1000077098
41	398	1000077108
41	28	1000077118
41	76	1000077128
41	366	1000077138
41	1	1000077148
41	308	1000077158
41	65	1000077168
41	3	1000077178
41	27	1000077188
41	202	1000077198
41	42	1000077208
41	473	1000077218
42	263	1000079090
42	39	1000079100
42	28	1000079110
42	9	1000079120
42	0	1000079130
42	293	1000079140
42	236	1000079150
42	499	1000079160
42	493	1000079170
42	66	1000079180
42	194	1000079190
42	405	1000079200
42	276	1000079210
42	7	1000079220
42	35	1000079230
42	2	1000079240
42	420	1000079250
42	87	1000079260
43	122	1000080799
43	93	1000080809
44	0	1000084298
44	47	1000084308
44	41	1000084318
44	255	1000084328
44	12	1000084338
44	239	1000084348
44	443	1000084358
44	1	1000084368
44	215	1000084378
45	42	1000086896
45	29	1000086906
45	208	1000086916
45	104	1000086926
45	228	1000086936
45	343	1000086946
45	93	1000086956
45	464	1000086966
45	88	1000086976
45	103	1000086986
45	66	1000086996
45	1	1000087006
45	159	1000087016
45	63	1000087026
45	35	1000087036
45	354	1000087046
45	11	1000087056
46	139	1000090303
46	219	1000090313
46	37	1000090323
46	267	1000090333
46	194	1000090343
46	0	1000090353
46	0	1000090363
46	94	1000090373
46	17	1000090383
46	5	1000090393
46	76	1000090403
46	16	1000090413
46	60	1000090423
46	37	1000090433
46	78	1000090443
46	25	1000090453
46	139	1000090463
46	4	1000090473
46	138	1000090483
46	27	1000090493
47	52	1000092450
47	451	1000092460
47	85	1000092470
47	6	1000092480
48	10	1000093578
48	3	1000093588
48	1	1000093598
48	1	1000093608
48	38	1000093618
48	5	1000093628
48	19	1000093638
48	49	1000093648
48	134	1000093658
48	0	1000093668
48	222	1000093678
48	98	1000093688
48	1	1000093698
48	304	1000093708
48	369	1000093718
48	0	1000093728
48	10	1000093738
48	229	1000093748
48	176	1000093758
49	59	1000095104
49	373	1000095114
49	6	1000095124
49	186	1000095134
49	58	1000095144
49	155	1000095154
49	0	1000095164
49	2	1000095174
49	2	1000095184
49	132	1000095194
49	270	1000095204
49	178	1000095214
49	0	1000095224
49	297	1000095234
49	18	1000095244
49	25	1000095254
50	4	1000096539
50	69	1000096549
50	265	1000096559
50	1	1000096569
50	59	1000096579
50	6	1000096589
51	18	1000099942
51	109	1000099952
51	42	1000099962
51	78	1000099972
51	167	1000099982
52	79	1000100674
52	70	1000100684
52	22	1000100694
52	16	1000100704
52	339	1000100714
52	88	1000100724
52	7	1000100734
52	47	1000100744
52	15	1000100754
53	0	1000104272
53	6	1000104282
54	3	1000105957
54	4	1000105967
54	10	1000105977
54	3	1000105987
54	335	1000105997
54	1	1000106007
54	55	1000106017
54	27	1000106027
54	468	1000106037
54	1	1000106047
54	25	1000106057
54	445	1000106067
54	294	1000106077
54	240	1000106087
54	8	1000106097
54	3	1000106107
54	121	1000106117
55	67	1000107651
55	72	1000107661
55	10	1000107671
56	4	1000111112
56	14	1000111122
56	30	1000111132
56	50	1000111142
56	7	1000111152
56	1	1000111162
57	11	1000113369
57	76	1000113379
57	3	1000113389
57	43	1000113399
57	58	1000113409
57	0	1000113419
57	16	1000113429
57	2	1000113439
57	0	1000113449
57	481	1000113459
57	14	1000113469
57	232	1000113479
57	8	1000113489
57	128	1000113499
57	186	1000113509
58	40	1000115573
58	27	1000115583
58	17	1000115593
58	381	1000115603
58	254	1000115613
58	438	1000115623
58	2	1000115633
58	163	1000115643
58	395	1000115653
58	4	1000115663
58	0	1000115673
58	171	1000115683
58	74	1000115693
58	267	1000115703
58	2	1000115713
58	218	1000115723
59	3	1000118110
59	237	1000118120
59	118	1000118130
59	55	1000118140
60	79	1000118341
60	129	1000118351
60	35	1000118361
60	150	1000118371
60	339	1000118381
60	96	1000118391
60	61	1000118401
60	33	1000118411
60	75	1000118421
60	18	1000118431
60	24	1000118441
60	58	1000118451
60	0	1000118461
60	6	1000118471
61	31	1000121651
61	15	1000121661
61	163	1000121671
61	136	1000121681
61	3	1000121691
61	311	1000121701
61	47	1000121711
61	171	1000121721
61	73	1000121731
61	495	1000121741
61	180	1000121751
61	145	1000121761
61	202	1000121771
61	2	1000121781
61	5	1000121791
61	150	1000121801
61	46	1000121811
61	182	1000121821
61	1	1000121831
61	59	1000121841
62	37	1000122725
62	86	1000122735
62	49	1000122745
62	61	1000122755
62	44	1000122765
63	196	1000125206
63	0	1000125216
63	84	1000125226
63	70	1000125236
63	152	1000125246
63	84	1000125256
63	250	1000125266
63	428	1000125276
63	16	1000125286
63	6	1000125296
63	29	1000125306
63	11	1000125316
63	92	1000125326
64	2	1000127661
64	1	1000127671
64	8	1000127681
64	159	1000127691
64	81	1000127701
64	1	1000127711
64	365	1000127721
64	213	1000127731
64	0	1000127741
64	111	1000127751
64	196	1000127761
64	21	1000127771
64	0	1000127781
64	0	1000127791
65	265	1000131394
65	354	1000131404
65	2	1000131414
65	6	1000131424
65	3	1000131434
65	4	1000131444
65	262	1000131454
65	15	1000131464
65	13	1000131474
66	88	1000133962
66	22	1000133972
66	173	1000133982
66	5	1000133992
66	211	1000134002
66	86	1000134012
66	1	1000134022
66	28	1000134032
66	292	1000134042
67	17	1000134497
67	168	1000134507
67	36	1000134517
67	6	1000134527
67	36	1000134537
67	2	1000134547
67	3	1000134557
67	47	1000134567
68	19	1000135346
68	76	1000135356
69	118	1000136087
69	3	1000136097
69	431	1000136107
69	2	1000136117
69	28	1000136127
69	1	1000136137
69	494	1000136147
69	49	1000136157
69	83	1000136167
69	0	1000136177
69	178	1000136187
69	5	1000136197
69	336	1000136207
69	5	1000136217
69	4	1000136227
69	0	1000136237
69	40	1000136247
69	70	1000136257
69	0	1000136267
70	36	1000138974
70	55	1000138984
70	33	1000138994
70	25	1000139004
70	68	1000139014
70	3	1000139024
70	4	1000139034
70	290	1000139044
70	407	1000139054
70	21	1000139064
70	9	1000139074
70	106	1000139084
70	27	1000139094
70	0	1000139104
70	3	1000139114
70	152	1000139124
70	115	1000139134
70	0	1000139144
70	6	1000139154
70	6	1000139164
71	1	1000141724
71	223	1000141734
71	3	1000141744
71	111	1000141754
71	7	1000141764
71	1	1000141774
71	7	1000141784
71	156	1000141794
71	283	1000141804
72	25	1000144412
72	120	1000144422
72	5	1000144432
72	11	1000144442
72	334	1000144452
72	0	1000144462
72	1	1000144472
72	5	1000144482
72	0	1000144492
72	4	1000144502
72	77	1000144512
72	29	1000144522
72	329	1000144532
72	240	1000144542
72	16	1000144552
72	8	1000144562
72	22	1000144572
73	254	1000145112
73	17	1000145122
73	198	1000145132
73	19	1000145142
73	289	1000145152
73	5	1000145162
73	454	1000145172
73	204	1000145182
73	1	1000145192
73	70	1000145202
73	473	1000145212
73	40	1000145222
73	4	1000145232
74	9	1000148488
74	61	1000148498
74	101	1000148508
74	8	1000148518
74	2	1000148528
74	259	1000148538
74	471	1000148548
74	56	1000148558
74	3	1000148568
74	9	1000148578
74	0	1000148588
74	359	1000148598
74	1	1000148608
74	74	1000148618
74	9	1000148628
74	66	1000148638
74	111	1000148648
74	253	1000148658
75	2	1000150350
75	8	1000150360
75	9	1000150370
75	164	1000150380
75	7	1000150390
75	101	1000150400
75	46	1000150410
75	73	1000150420
75	262	1000150430
75	26	1000150440
75	196	1000150450
76	3	1000152119
76	168	1000152129
76	1	1000152139
77	7	1000155572
77	23	1000155582
77	11	1000155592
77	18	1000155602
77	154	1000155612
77	11	1000155622
77	70	1000155632
77	41	1000155642
77	118	1000155652
77	392	1000155662
77	164	1000155672
77	5	1000155682
77	0	1000155692
77	8	1000155702
77	82	1000155712
77	0	1000155722
77	47	1000155732
77	83	1000155742
77	15	1000155752
77	196	1000155762
78	0	1000157356
78	161	1000157366
78	47	1000157376
78	133	1000157386
78	32	1000157396
78	7	1000157406
78	242	1000157416
78	222	1000157426
78	137	1000157436
78	9	1000157446
79	19	1000160429
79	1	1000160439
79	363	1000160449
79	2	1000160459
79	413	1000160469
79	34	1000160479
79	4	1000160489
79	61	1000160499
79	304	1000160509
79	164	1000160519
79	229	1000160529
79	115	1000160539
79	135	1000160549
80	7	1000161328
80	45	1000161338
80	6	1000161348
80	477	1000161358
80	404	1000161368
80	0	1000161378
80	144	1000161388
80	375	1000161398
80	4	1000161408
81	0	1000164506
81	139	1000164516
81	11	1000164526
81	374	1000164536
81	448	1000164546
81	404	1000164556
81	41	1000164566
81	290	1000164576
82	14	1000165580
82	252	1000165590
82	0	1000165600
82	83	1000165610
83	1	1000168722
83	0	1000168732
83	138	1000168742
83	16	1000168752
83	158	1000168762
83	0	1000168772
83	13	1000168782
83	60	1000168792
83	214	1000168802
83	14	1000168812
83	97	1000168822
83	320	1000168832
83	92	1000168842
84	0	1000171853
84	300	1000171863
84	0	1000171873
85	57	1000172701
85	396	1000172711
85	221	1000172721
85	496	1000172731
85	17	1000172741
85	192	1000172751
85	25	1000172761
85	42	1000172771
85	98	1000172781
85	305	1000172791
85	471	1000172801
85	193	1000172811
85	28	1000172821
85	29	1000172831
86	7	1000173289
86	1	1000173299
87	11	1000174534
87	6	1000174544
87	0	1000174554
87	0	1000174564
87	477	1000174574
87	30	1000174584
87	22	1000174594
87	127	1000174604
87	5	1000174614
87	413	1000174624
87	210	1000174634
87	1	1000174644
87	28	1000174654
87	311	1000174664
87	405	1000174674
87	39	1000174684
87	91	1000174694
87	3	1000174704
87	483	1000174714
88	402	1000176378
88	110	1000176388
88	88	1000176398
88	52	1000176408
88	6	1000176418
88	3	1000176428
88	6	1000176438
88	4	1000176448
88	203	1000176458
89	5	1000178324
89	53	1000178334
89	83	1000178344
89	56	1000178354
89	8	1000178364
89	52	1000178374
89	45	1000178384
89	493	1000178394
89	336	1000178404
89	38	1000178414
89	95	1000178424
89	176	1000178434
89	0	1000178444
89	332	1000178454
89	288	1000178464
89	37	1000178474
90	9	1000179495
90	42	1000179505
90	0	1000179515
90	279	1000179525
91	15	1000179764
91	384	1000179774
91	166	1000179784
91	10	1000179794
91	8	1000179804
91	0	1000179814
91	138	1000179824
91	0	1000179834
91	58	1000179844
91	433	1000179854
92	332	1000181635
92	484	1000181645
92	0	1000181655
92	316	1000181665
92	53	1000181675
92	348	1000181685
92	72	1000181695
92	117	1000181705
92	62	1000181715
92	293	1000181725
92	165	1000181735
92	54	1000181745
92	298	1000181755
92	7	1000181765
93	146	1000184453
93	261	1000184463
93	139	1000184473
93	128	1000184483
93	93	1000184493
93	180	1000184503
93	3	1000184513
93	314	1000184523
93	302	1000184533
93	0	1000184543
93	249	1000184553
93	2	1000184563
93	15	1000184573
93	173	1000184583
93	3	1000184593
93	241	1000184603
93	256	1000184613
94	0	1000186695
94	10	1000186705
94	93	1000186715
94	465	1000186725
94	100	1000186735
94	8	1000186745
94	101	1000186755
94	61	1000186765
94	204	1000186775
94	1	1000186785
94	187	1000186795
94	61	1000186805
94	434	1000186815
95	385	1000188320
95	1	1000188330
95	393	1000188340
95	133	1000188350
95	0	1000188360
95	12	1000188370
95	146	1000188380
95	0	1000188390
95	77	1000188400
95	17	1000188410
95	94	1000188420
95	0	1000188430
95	302	1000188440
95	452	1000188450
95	444	1000188460
95	178	1000188470
96	0	1000189790
96	0	1000189800
96	14	1000189810
96	45	1000189820
96	195	1000189830
96	130	1000189840
96	34	1000189850
96	9	1000189860
96	494	1000189870
96	30	1000189880
96	35	1000189890
96	3	1000189900
96	218	1000189910
97	6	1000192184
97	1	1000192194
97	128	1000192204
97	112	1000192214
97	9	1000192224
97	414	1000192234
97	2	1000192244
97	31	1000192254
97	403	1000192264
97	29	1000192274
97	104	1000192284
97	25	1000192294
98	470	1000194340
98	27	1000194350
98	331	1000194360
98	6	1000194370
98	5	1000194380
98	0	1000194390
99	69	1000195252
99	40	1000195262
99	62	1000195272
99	3	1000195282
99	5	1000195292
99	1	1000195302
99	2	1000195312
99	36	1000195322
99	57	1000195332
99	0	1000195342
99	220	1000195352
99	11	1000195362
99	356	1000195372
100	4	1000195819
100	38	1000195829
100	0	1000195839
100	84	1000195849
101	67	1000197178
101	6	1000197188
101	3	1000197198
101	111	1000197208
101	14	1000197218
102	13	1000199721
102	36	1000199731
102	0	1000199741
102	0	1000199751
102	24	1000199761
102	42	1000199771
102	85	1000199781
102	11	1000199791
102	137	1000199801
103	350	1000202719
103	158	1000202729
103	177	1000202739
103	2	1000202749
103	1	1000202759
103	72	1000202769
103	0	1000202779
104	68	1000204182
104	0	1000204192
105	53	1000206305
105	1	1000206315
106	248	1000208334
106	18	1000208344
107	459	1000211588
107	4	1000211598
107	136	1000211608
108	0	1000211820
108	122	1000211830
108	416	1000211840
109	334	1000212226
109	82	1000212236
109	92	1000212246
109	91	1000212256
110	390	1000212878
110	409	1000212888
110	97	1000212898
110	207	1000212908
110	90	1000212918
110	44	1000212928
110	116	1000212938
110	65	1000212948
110	83	1000212958
110	207	1000212968
110	43	1000212978
110	0	1000212988
110	3	1000212998
110	33	1000213008
110	158	1000213018
110	82	1000213028
110	110	1000213038
110	42	1000213048
110	92	1000213058
111	16	1000216346
111	4	1000216356
111	213	1000216366
111	115	1000216376
111	47	1000216386
111	66	1000216396
111	154	1000216406
111	6	1000216416
111	493	1000216426
111	454	1000216436
111	110	1000216446
111	4	1000216456
111	128	1000216466
111	0	1000216476
111	0	1000216486
112	38	1000216908
112	298	1000216918
112	160	1000216928
112	172	1000216938
112	30	1000216948
112	17	1000216958
112	20	1000216968
112	477	1000216978
113	296	1000219247
113	75	1000219257
113	33	1000219267
113	159	1000219277
113	44	1000219287
113	304	1000219297
113	340	1000219307
113	29	1000219317
113	10	1000219327
113	81	1000219337
113	356	1000219347
113	5	1000219357
113	96	1000219367
113	100	1000219377
113	164	1000219387
113	2	1000219397
113	152	1000219407
113	352	1000219417
113	3	1000219427
114	448	1000220436
114	4	1000220446
114	281	1000220456
114	46	1000220466
114	7	1000220476
114	301	1000220486
114	34	1000220496
114	52	1000220506
114	19	1000220516
114	81	1000220526
114	3	1000220536
114	24	1000220546
114	445	1000220556
114	8	1000220566
114	114	1000220576
115	198	1000222692
115	2	1000222702
116	6	1000223072
116	317	1000223082
116	33	1000223092
116	15	1000223102
116	35	1000223112
116	121	1000223122
116	2	1000223132
116	35	1000223142
116	79	1000223152
116	411	1000223162
116	8	1000223172
116	19	1000223182
116	22	1000223192
116	87	1000223202
116	18	1000223212
116	58	1000223222
117	144	1000225644
117	34	1000225654
117	293	1000225664
117	67	1000225674
117	61	1000225684
117	0	1000225694
117	475	1000225704
117	2	1000225714
117	6	1000225724
117	0	1000225734
117	104	1000225744
117	6	1000225754
117	4	1000225764
117	1	1000225774
117	1	1000225784
117	78	1000225794
117	133	1000225804
117	25	1000225814
118	0	1000228173
118	14	1000228183
118	451	1000228193
118	76	1000228203
118	8	1000228213
118	55	1000228223
118	16	1000228233
118	58	1000228243
118	2	1000228253
118	2	1000228263
118	2	1000228273
118	397	1000228283
119	446	1000229244
119	1	1000229254
119	123	1000229264
119	34	1000229274
119	298	1000229284
119	3	1000229294
119	136	1000229304
119	262	1000229314
119	405	1000229324
120	7	1000231387
120	255	1000231397
120	293	1000231407
120	194	1000231417
120	1	1000231427
120	218	1000231437
120	365	1000231447
120	85	1000231457
120	399	1000231467
120	250	1000231477
120	120	1000231487
120	75	1000231497
120	17	1000231507
120	3	1000231517
120	87	1000231527
120	14	1000231537
120	296	1000231547
120	487	1000231557
120	180	1000231567
121	1	1000234273
121	110	1000234283
121	191	1000234293
121	376	1000234303
121	32	1000234313
121	341	1000234323
121	310	1000234333
121	13	1000234343
121	299	1000234353
121	21	1000234363
122	0	1000235254
122	14	1000235264
122	20	1000235274
122	24	1000235284
122	138	1000235294
122	23	1000235304
122	35	1000235314
122	7	1000235324
123	0	1000237732
123	79	1000237742
123	3	1000237752
123	106	1000237762
123	186	1000237772
123	48	1000237782
123	61	1000237792
123	415	1000237802
123	273	1000237812
123	359	1000237822
123	236	1000237832
123	1	1000237842
123	2	1000237852
124	7	1000238225
124	42	1000238235
124	24	1000238245
124	64	1000238255
124	175	1000238265
124	151	1000238275
125	245	1000240819
125	31	1000240829
125	335	1000240839
125	0	1000240849
125	421	1000240859
125	112	1000240869
125	22	1000240879
125	4	1000240889
125	42	1000240899
125	4	1000240909
125	3	1000240919
125	93	1000240929
125	55	1000240939
125	121	1000240949
126	58	1000242711
126	76	1000242721
126	1	1000242731
126	153	1000242741
126	25	1000242751
126	458	1000242761
126	246	1000242771
126	55	1000242781
126	2	1000242791
126	287	1000242801
126	222	1000242811
126	4	1000242821
126	11	1000242831
126	216	1000242841
126	4	1000242851
126	364	1000242861
127	1	1000244038
127	238	1000244048
127	21	1000244058
127	56	1000244068
127	1	1000244078
128	217	1000246336
128	108	1000246346
128	3	1000246356
128	19	1000246366
128	347	1000246376
128	195	1000246386
128	67	1000246396
128	8	1000246406
128	12	1000246416
128	164	1000246426
129	120	1000249627
129	1	1000249637
129	96	1000249647
129	35	1000249657
129	79	1000249667
129	3	1000249677
129	167	1000249687
129	291	1000249697
130	3	1000250397
130	13	1000250407
130	6	1000250417
130	5	1000250427
130	103	1000250437
130	8	1000250447
130	100	1000250457
130	0	1000250467
130	2	1000250477
130	9	1000250487
130	83	1000250497
130	125	1000250507
130	33	1000250517
130	34	1000250527
130	158	1000250537
130	0	1000250547
130	16	1000250557
130	242	1000250567
131	75	1000252240
131	9	1000252250
131	1	1000252260
131	1	1000252270
131	331	1000252280
131	4	1000252290
131	14	1000252300
132	18	1000254284
132	0	1000254294
132	54	1000254304
132	0	1000254314
132	223	1000254324
132	6	1000254334
132	61	1000254344
133	110	1000257715
133	58	1000257725
133	14	1000257735
133	15	1000257745
133	121	1000257755
133	489	1000257765
133	117	1000257775
133	67	1000257785
133	163	1000257795
134	76	1000259686
134	1	1000259696
134	432	1000259706
134	102	1000259716
134	182	1000259726
134	3	1000259736
134	27	1000259746
134	29	1000259756
134	245	1000259766
135	12	1000262919
135	466	1000262929
135	41	1000262939
135	22	1000262949
135	1	1000262959
135	453	1000262969
135	0	1000262979
135	168	1000262989
135	194	1000262999
135	7	1000263009
135	122	1000263019
135	1	1000263029
135	8	1000263039
135	211	1000263049
135	293	1000263059
135	88	1000263069
135	50	1000263079
135	3	1000263089
136	1	1000265715
136	6	1000265725
136	16	1000265735
136	22	1000265745
136	17	1000265755
136	7	1000265765
136	51	1000265775
136	248	1000265785
136	10	1000265795
136	401	1000265805
136	304	1000265815
136	3	1000265825
136	210	1000265835
136	74	1000265845
136	70	1000265855
137	48	1000266168
137	25	1000266178
137	61	1000266188
137	98	1000266198
137	124	1000266208
137	58	1000266218
137	156	1000266228
137	2	1000266238
137	5	1000266248
137	242	1000266258
137	14	1000266268
138	6	1000268963
138	425	1000268973
138	73	1000268983
139	2	1000269318
139	290	1000269328
139	371	1000269338
140	87	1000271213
140	190	1000271223
141	418	1000273721
141	248	1000273731
141	119	1000273741
141	1	1000273751
142	50	1000276785
142	6	1000276795
142	1	1000276805
143	392	1000279958
143	308	1000279968
143	10	1000279978
143	278	1000279988
143	0	1000279998
143	0	1000280008
143	86	1000280018
143	19	1000280028
143	23	1000280038
143	70	1000280048
143	4	1000280058
143	5	1000280068
143	44	1000280078
143	181	1000280088
144	470	1000282108
144	7	1000282118
144	2	1000282128
144	1	1000282138
144	12	1000282148
144	1	1000282158
144	135	1000282168
144	0	1000282178
144	51	1000282188
144	493	1000282198
144	237	1000282208
144	92	1000282218
144	12	1000282228
144	96	1000282238
144	56	1000282248
144	30	1000282258
145	321	1000285462
145	35	1000285472
145	4	1000285482
145	20	1000285492
145	28	1000285502
145	251	1000285512
146	0	1000287346
146	28	1000287356
146	43	1000287366
146	0	1000287376
146	8	1000287386
146	186	1000287396
147	94	1000289377
147	14	1000289387
147	258	1000289397
147	99	1000289407
147	4	1000289417
147	0	1000289427
147	0	1000289437
147	20	1000289447
